"Datum (UTC)","Nicht Erneuerbar","Erneuerbar","Last","Day-Ahead Auktion","Intraday kontinuierlich, Durchschnittspreis","CO2 Emissionszertifikate, Auktion DE"
2022-04-14T10:00:00.000Z,27.236,37.612,64.876,202.24,166.8,80.21
2022-04-14T11:00:00.000Z,27.055,37.88,63.159,195.19,167.68,80.21
2022-04-14T12:00:00.000Z,27.339,36.84,61.91,193.64,177.75,80.21
2022-04-14T13:00:00.000Z,27.344,34.507,60.937,191.99,175.56,80.21
2022-04-14T14:00:00.000Z,27.73,31.312,59.579,194.53,184.67,80.21
2022-04-14T15:00:00.000Z,29.872,26.206,59.862,212.8,194.65,80.21
2022-04-14T16:00:00.000Z,32.204,21.114,59.567,244.94,237.23,80.21
2022-04-14T17:00:00.000Z,32.914,17.254,59.64,271.07,249.53,80.21
2022-04-14T18:00:00.000Z,33.03,16.057,57.918,272.31,250.12,80.21
2022-04-14T19:00:00.000Z,32.748,15.906,55.225,265.46,233.94,80.21
2022-04-14T20:00:00.000Z,31.843,15.559,51.373,253.68,220.54,80.21
2022-04-14T21:00:00.000Z,29.927,14.76,47.495,234.36,208.75,80.21
2022-04-14T22:00:00.000Z,28.345,14.15,44.327,214.9,203.41,80.21
2022-04-14T23:00:00.000Z,27.223,14.399,42.366,198.45,214,80.21
2022-04-15T00:00:00.000Z,26.374,14.267,40.952,194.28,201.62,80.21
2022-04-15T01:00:00.000Z,26.465,14.153,40.431,190.49,199,80.21
2022-04-15T02:00:00.000Z,25.965,14.653,40.996,191.86,197.06,80.21
2022-04-15T03:00:00.000Z,25.705,14.962,41.208,196.86,199.06,80.21
2022-04-15T04:00:00.000Z,26.22,15.845,41.199,205.33,208.57,80.21
2022-04-15T05:00:00.000Z,26.411,17.585,43.32,220.78,212.2,80.21
2022-04-15T06:00:00.000Z,26.263,21.112,46.539,209.88,213.15,80.21
2022-04-15T07:00:00.000Z,25.182,25.266,49.679,189.92,195.54,80.21
2022-04-15T08:00:00.000Z,24.331,29.675,51.517,190.62,185.26,80.21
2022-04-15T09:00:00.000Z,23.559,32.453,53.611,186.55,184.21,80.21
2022-04-15T10:00:00.000Z,23.471,33.572,53.223,160.03,185.05,80.21
2022-04-15T11:00:00.000Z,23.45,34.237,51.349,167.65,187.65,80.21
2022-04-15T12:00:00.000Z,23.403,33.962,49.205,157.38,173.04,80.21
2022-04-15T13:00:00.000Z,23.262,32.065,48.562,151.11,164.14,80.21
2022-04-15T14:00:00.000Z,23.735,29.058,47.719,155.01,167.38,80.21
2022-04-15T15:00:00.000Z,24.678,24.818,48.101,179.32,176.76,80.21
2022-04-15T16:00:00.000Z,26.387,20.725,49.323,196.21,198.03,80.21
2022-04-15T17:00:00.000Z,27.032,17.551,50.126,228.35,213.83,80.21
2022-04-15T18:00:00.000Z,26.984,17.061,49.889,235.99,221.46,80.21
2022-04-15T19:00:00.000Z,26.76,17.821,48.813,208.84,211.59,80.21
2022-04-15T20:00:00.000Z,26.326,18.227,47.012,205.09,218.1,80.21
2022-04-15T21:00:00.000Z,25.273,18.47,44.539,196.24,186.34,80.21
2022-04-15T22:00:00.000Z,24.91,18.499,41.651,191.16,206.28,80.21
2022-04-15T23:00:00.000Z,24.492,18.78,40.014,183.37,180.52,80.21
2022-04-16T00:00:00.000Z,24.138,19.276,39.441,178,171.64,80.21
2022-04-16T01:00:00.000Z,23.631,20.258,39.548,174.21,163.53,80.21
2022-04-16T02:00:00.000Z,23.636,20.766,40.367,171.81,154.71,80.21
2022-04-16T03:00:00.000Z,23.861,21.087,41.199,179.54,161.74,80.21
2022-04-16T04:00:00.000Z,23.877,21.565,42.625,188.98,165.38,80.21
2022-04-16T05:00:00.000Z,24.165,21.965,45.1,191.12,173.77,80.21
2022-04-16T06:00:00.000Z,24.433,24.747,48.158,189.6,178.26,80.21
2022-04-16T07:00:00.000Z,24.026,30.272,51.062,172.62,165.37,80.21
2022-04-16T08:00:00.000Z,22.772,37.339,52.713,146.58,138.06,80.21
2022-04-16T09:00:00.000Z,21.88,42.923,53.772,121.99,109.16,80.21
2022-04-16T10:00:00.000Z,19.986,46.413,52.718,82.36,73.13,80.21
2022-04-16T11:00:00.000Z,17.227,47.895,51.464,52.9,43.67,80.21
2022-04-16T12:00:00.000Z,16.386,46.681,50.144,33.78,18.03,80.21
2022-04-16T13:00:00.000Z,16.367,44.805,49.214,40.32,15.7,80.21
2022-04-16T14:00:00.000Z,17.722,40.408,48.499,65.84,47.94,80.21
2022-04-16T15:00:00.000Z,21.557,32.366,49.206,107.71,89.12,80.21
2022-04-16T16:00:00.000Z,23.384,23.136,49.89,171.19,133.9,80.21
2022-04-16T17:00:00.000Z,25.195,16.6,50.112,195.08,168.01,80.21
2022-04-16T18:00:00.000Z,25.607,16.079,49.803,205.81,186.18,80.21
2022-04-16T19:00:00.000Z,25.299,18.325,48.686,194.47,167.53,80.21
2022-04-16T20:00:00.000Z,24.828,20.278,47.353,175.84,157.35,80.21
2022-04-16T21:00:00.000Z,24.063,21.079,44.517,166.88,139.28,80.21
2022-04-16T22:00:00.000Z,23.313,20.829,41.473,160.22,112.09,80.21
2022-04-16T23:00:00.000Z,23.205,20.398,39.376,139.97,103.49,80.21
2022-04-17T00:00:00.000Z,22.291,19.831,38.397,121.76,90.08,80.21
2022-04-17T01:00:00.000Z,21.872,18.754,38.52,123.38,84.67,80.21
2022-04-17T02:00:00.000Z,22.457,17.548,38.842,133.96,95.2,80.21
2022-04-17T03:00:00.000Z,22.807,16.435,39.258,139.96,107,80.21
2022-04-17T04:00:00.000Z,22.769,15.844,38.96,146.1,117.4,80.21
2022-04-17T05:00:00.000Z,22.419,18.728,40.748,144.01,116.03,80.21
2022-04-17T06:00:00.000Z,22.061,24.811,44.41,133.55,109.82,80.21
2022-04-17T07:00:00.000Z,21.05,31.698,46.585,100,90.69,80.21
2022-04-17T08:00:00.000Z,18.108,38.555,47.593,75.92,55.61,80.21
2022-04-17T09:00:00.000Z,16.477,43.344,48.81,41.29,22.89,80.21
2022-04-17T10:00:00.000Z,15.411,45.318,47.633,20.73,9.98,80.21
2022-04-17T11:00:00.000Z,15.418,45.149,45.285,0.07,-5.98,80.21
2022-04-17T12:00:00.000Z,15.336,42.968,43.415,0,-10.65,80.21
2022-04-17T13:00:00.000Z,15.174,40.207,42.689,0.08,-13.72,80.21
2022-04-17T14:00:00.000Z,15.8,35.567,42.62,15,-3.13,80.21
2022-04-17T15:00:00.000Z,16.782,28.89,43.339,66.2,38.14,80.21
2022-04-17T16:00:00.000Z,21.118,21.772,44.753,158.02,102.96,80.21
2022-04-17T17:00:00.000Z,23.091,16.094,45.747,182.55,129.4,80.21
2022-04-17T18:00:00.000Z,23.85,16.155,46.35,191.54,148.26,80.21
2022-04-17T19:00:00.000Z,23.687,18.798,45.839,187.88,133.99,80.21
2022-04-17T20:00:00.000Z,23.608,20.671,44.517,171.46,125.82,80.21
2022-04-17T21:00:00.000Z,22.989,21.786,41.991,158.07,102.79,80.21
2022-04-17T22:00:00.000Z,22.753,21.585,39.639,95.9,79.48,80.21
2022-04-17T23:00:00.000Z,20.948,21.022,38.057,81,76.15,80.21
2022-04-18T00:00:00.000Z,20.313,20.365,37.129,84,77.41,80.21
2022-04-18T01:00:00.000Z,20.261,19.173,37.249,81,78.61,80.21
2022-04-18T02:00:00.000Z,21.108,17.388,37.935,85.25,86.14,80.21
2022-04-18T03:00:00.000Z,22.287,15.891,38.802,92.31,108.03,80.21
2022-04-18T04:00:00.000Z,22.362,15.528,38.897,95.23,124.53,80.21
2022-04-18T05:00:00.000Z,22.31,18.799,40.336,105,123.28,80.21
2022-04-18T06:00:00.000Z,22.037,25.123,43.586,108.65,121.2,80.21
2022-04-18T07:00:00.000Z,21.265,31.961,46.284,101.18,102.21,80.21
2022-04-18T08:00:00.000Z,19.745,38.661,47.664,95.51,83.04,80.21
2022-04-18T09:00:00.000Z,17.941,43.36,48.904,82.92,68.16,80.21
2022-04-18T10:00:00.000Z,16.996,45.842,48.149,75.98,57.28,80.21
2022-04-18T11:00:00.000Z,16.502,45.193,46.144,61.17,37.46,80.21
2022-04-18T12:00:00.000Z,16.153,42.983,44.544,45,18.46,80.21
2022-04-18T13:00:00.000Z,16.39,39.393,43.613,60.58,39.72,80.21
2022-04-18T14:00:00.000Z,18.866,33.943,43.045,82.92,69.1,80.21
2022-04-18T15:00:00.000Z,22.685,26.216,44.444,121.25,106.86,80.21
2022-04-18T16:00:00.000Z,24.787,18.53,46.143,189.84,183.9,80.21
2022-04-18T17:00:00.000Z,26.554,13.176,47.564,240.3,234.99,80.21
2022-04-18T18:00:00.000Z,27.106,12.478,48.187,250.73,243.61,80.21
2022-04-18T19:00:00.000Z,27.27,13.433,47.612,226.6,222.78,80.21
2022-04-18T20:00:00.000Z,27.253,13.789,46.141,221.23,236.16,80.21
2022-04-18T21:00:00.000Z,26.821,13.941,43.174,202,213.47,80.21
2022-04-18T22:00:00.000Z,26.659,13.919,41.136,205,203.8,80.21
2022-04-18T23:00:00.000Z,25.821,13.468,39.767,192.98,183.55,80.21
2022-04-19T00:00:00.000Z,25.848,12.539,39.286,191.14,176.54,80.21
2022-04-19T01:00:00.000Z,26.116,12.083,39.949,190.95,173.45,80.21
2022-04-19T02:00:00.000Z,26.655,12.657,41.909,190,172.15,80.21
2022-04-19T03:00:00.000Z,28.172,13.089,46.227,200.61,174.15,80.21
2022-04-19T04:00:00.000Z,30.113,14.201,52.757,251.27,226.22,80.21
2022-04-19T05:00:00.000Z,30.749,17.513,57.921,291.43,272.54,80.21
2022-04-19T06:00:00.000Z,30.41,23.03,61.488,295.43,273.86,80.21
2022-04-19T07:00:00.000Z,29.545,30.709,62.674,255.71,229.36,80.21
2022-04-19T08:00:00.000Z,27.102,38.651,63.799,232.54,183.21,80.21
2022-04-19T09:00:00.000Z,25.215,45.138,65.023,207.71,160.22,80.21
2022-04-19T10:00:00.000Z,24.63,48.478,64.222,193.56,150.34,80.21
2022-04-19T11:00:00.000Z,24.102,48.833,63.186,187.06,140.06,80.21
2022-04-19T12:00:00.000Z,24.133,47.703,61.692,176.57,141.94,80.21
2022-04-19T13:00:00.000Z,24.343,44.76,60.784,176.11,150.08,80.21
2022-04-19T14:00:00.000Z,25.795,40.459,59.818,168.94,155.48,80.21
2022-04-19T15:00:00.000Z,28.044,35.128,60.365,193.33,175.02,80.21
2022-04-19T16:00:00.000Z,29.37,28.737,60.81,224.93,194.34,80.21
2022-04-19T17:00:00.000Z,30.475,23.082,61.414,239.03,214.59,80.21
2022-04-19T18:00:00.000Z,30.623,22.176,60.601,240.01,222.14,80.21
2022-04-19T19:00:00.000Z,29.732,23.207,58.014,223.6,208.49,80.21
2022-04-19T20:00:00.000Z,29.44,22.266,54.545,200,207.46,80.21
2022-04-19T21:00:00.000Z,28.413,20.832,49.848,184.2,190.04,80.21
2022-04-19T22:00:00.000Z,26.558,19.05,46.854,191,187.44,80.21
2022-04-19T23:00:00.000Z,26.075,18.088,45.382,189.55,184.83,80.21
2022-04-20T00:00:00.000Z,25.566,17.093,44.828,183.1,175.74,80.21
2022-04-20T01:00:00.000Z,25.868,16.518,45.569,183.28,176.49,80.21
2022-04-20T02:00:00.000Z,26.14,16.084,47.005,183.38,174.57,80.21
2022-04-20T03:00:00.000Z,27.445,15.997,50.803,197.96,188.55,80.21
2022-04-20T04:00:00.000Z,28.955,16.352,56.038,227.24,230.93,80.21
2022-04-20T05:00:00.000Z,29.58,18.79,61.204,249.92,252.6,80.21
2022-04-20T06:00:00.000Z,29.738,23.223,64.321,249.9,248.03,80.21
2022-04-20T07:00:00.000Z,29.465,30.006,64.36,209.96,239.48,80.21
2022-04-20T08:00:00.000Z,27.871,37.491,64.554,193.5,203.87,80.21
2022-04-20T09:00:00.000Z,26.126,43.149,65.567,188.91,194.7,80.21
2022-04-20T10:00:00.000Z,24.959,45.453,65.275,175.87,184.81,80.21
2022-04-20T11:00:00.000Z,24.584,45.122,64.175,168.37,176.18,80.21
2022-04-20T12:00:00.000Z,24.304,43.734,63.096,158.9,174.93,80.21
2022-04-20T13:00:00.000Z,24.378,41.47,61.115,171.95,181.61,80.21
2022-04-20T14:00:00.000Z,24.914,37.321,60.514,175.85,175.8,80.21
2022-04-20T15:00:00.000Z,26.565,32.034,61.075,196.15,197.94,80.21
2022-04-20T16:00:00.000Z,28.537,25.331,61.918,222.95,220.27,80.21
2022-04-20T17:00:00.000Z,29.189,19.674,62.123,249,244.72,80.21
2022-04-20T18:00:00.000Z,29.054,18.097,61.117,250,254.48,80.21
2022-04-20T19:00:00.000Z,28.969,19.139,58.942,239.18,254.69,80.21
2022-04-20T20:00:00.000Z,28.705,19.371,55.357,220.1,228.13,80.21
2022-04-20T21:00:00.000Z,28.06,19.175,51.396,201.97,213.43,80.21
2022-04-20T22:00:00.000Z,27.677,18.615,48.616,188.55,190.29,80.21
2022-04-20T23:00:00.000Z,27.101,17.942,47.031,179.92,189.08,80.21
2022-04-21T00:00:00.000Z,27.164,17.207,45.798,181.08,189.34,80.21
2022-04-21T01:00:00.000Z,27.198,16.647,45.823,178.92,188.1,80.21
2022-04-21T02:00:00.000Z,27.551,16.432,47.236,180.5,191.05,80.21
2022-04-21T03:00:00.000Z,28.631,16.401,50.911,199.92,205.47,80.21
2022-04-21T04:00:00.000Z,29.49,16.233,56.55,229.76,258.57,80.21
2022-04-21T05:00:00.000Z,29.974,17.498,61.347,256.02,426.56,80.21
2022-04-21T06:00:00.000Z,29.776,20.464,63.983,256.25,286.56,80.21
2022-04-21T07:00:00.000Z,29.739,25.659,65.103,232.26,265.28,80.21
2022-04-21T08:00:00.000Z,28.742,31.745,66.046,207.93,241.41,80.21
2022-04-21T09:00:00.000Z,27.899,36.405,66.899,197.01,223.78,80.21
2022-04-21T10:00:00.000Z,27.059,38.439,66.621,185.06,208.25,80.21
2022-04-21T11:00:00.000Z,25.743,38.635,65.098,176.25,193.46,80.21
2022-04-21T12:00:00.000Z,25.618,37.311,63.391,167.93,189.84,80.21
2022-04-21T13:00:00.000Z,25.965,34.723,62.488,168.05,198.22,80.21
2022-04-21T14:00:00.000Z,26.321,32.439,62.143,173.4,208.75,80.21
2022-04-21T15:00:00.000Z,26.742,29.909,63.233,185.34,221.87,80.21
2022-04-21T16:00:00.000Z,27.139,26.502,63.439,204.96,229.57,80.21
2022-04-21T17:00:00.000Z,27.839,23.565,63.322,220.62,251.1,80.21
2022-04-21T18:00:00.000Z,28.183,23.328,61.735,223.61,250.31,80.21
2022-04-21T19:00:00.000Z,28.416,24.499,59.405,220.44,239.99,80.21
2022-04-21T20:00:00.000Z,27.735,24.955,55.958,199.71,222.74,80.21
2022-04-21T21:00:00.000Z,26.561,25.648,51.68,174.62,203.4,80.21
2022-04-21T22:00:00.000Z,25.152,25.801,48.807,191.07,194.81,80.21
2022-04-21T23:00:00.000Z,24.574,25.411,47.026,183.93,185.39,80.21
2022-04-22T00:00:00.000Z,24.813,24.433,46.251,187.01,184.14,80.21
2022-04-22T01:00:00.000Z,24.577,24.399,46.832,179.41,179.97,80.21
2022-04-22T02:00:00.000Z,24.861,24.841,47.658,176.09,180.11,80.21
2022-04-22T03:00:00.000Z,25.925,25.18,50.901,189.58,180.11,80.21
2022-04-22T04:00:00.000Z,27.3,25.546,56.516,218.07,212.29,80.21
2022-04-22T05:00:00.000Z,27.335,27.272,61.996,239.95,229.62,80.21
2022-04-22T06:00:00.000Z,27.297,31.421,64.721,244.1,222.56,80.21
2022-04-22T07:00:00.000Z,27.013,36.457,65.079,221.05,214.13,80.21
2022-04-22T08:00:00.000Z,25.962,42.874,65.389,196.56,200.91,80.21
2022-04-22T09:00:00.000Z,23.866,48.827,66.477,156.71,173.25,87.4
2022-04-22T10:00:00.000Z,22.511,52.989,66.058,122.43,138.28,87.4
2022-04-22T11:00:00.000Z,21.198,55.126,65.111,98.52,101.6,87.4
2022-04-22T12:00:00.000Z,19.745,55.086,63.472,86.77,86.09,87.4
2022-04-22T13:00:00.000Z,20.415,52.071,62.278,86.77,86.28,87.4
2022-04-22T14:00:00.000Z,22.27,48.787,61.58,102.34,99.81,87.4
2022-04-22T15:00:00.000Z,23.245,45.31,61.922,137,141.42,87.4
2022-04-22T16:00:00.000Z,23.429,40.429,62.274,180.26,187.7,87.4
2022-04-22T17:00:00.000Z,24.034,35.493,61.464,209.61,205.36,87.4
2022-04-22T18:00:00.000Z,24.688,33.112,59.967,209.97,211.92,87.4
2022-04-22T19:00:00.000Z,24.413,33.033,57.553,185,190.1,87.4
2022-04-22T20:00:00.000Z,23.785,32.303,54.822,190.17,190.34,87.4
2022-04-22T21:00:00.000Z,23.108,31.904,51.14,147.32,159.97,87.4
2022-04-22T22:00:00.000Z,22.915,31.142,47.55,130.46,146.13,87.4
2022-04-22T23:00:00.000Z,22.45,30.207,45.463,116.44,129.94,87.4
2022-04-23T00:00:00.000Z,22.488,29.771,44.269,108.65,134.47,87.4
2022-04-23T01:00:00.000Z,22.381,28.946,43.724,119.04,132.79,87.4
2022-04-23T02:00:00.000Z,22.37,28.44,43.622,119.4,136.06,87.4
2022-04-23T03:00:00.000Z,22.192,28.46,44.374,122.32,136.02,87.4
2022-04-23T04:00:00.000Z,21.924,29.238,45.417,128.32,139.07,87.4
2022-04-23T05:00:00.000Z,21.642,30.665,48.35,143.64,154.44,87.4
2022-04-23T06:00:00.000Z,21.09,34.127,51.509,141.5,158.03,87.4
2022-04-23T07:00:00.000Z,19.95,41.338,54.509,82.69,148.69,87.4
2022-04-23T08:00:00.000Z,16.439,48.851,56.496,55.43,95.66,87.4
2022-04-23T09:00:00.000Z,14.602,53.089,57.061,15.92,55.1,87.4
2022-04-23T10:00:00.000Z,14.316,54.312,56.012,2.43,38.41,87.4
2022-04-23T11:00:00.000Z,14.152,52.583,54.488,0.01,13.1,87.4
2022-04-23T12:00:00.000Z,14.129,51.11,52.866,0.08,14.04,87.4
2022-04-23T13:00:00.000Z,14.202,49.643,52.008,5.07,15.03,87.4
2022-04-23T14:00:00.000Z,15.214,47.419,51.662,20.45,37.48,87.4
2022-04-23T15:00:00.000Z,19.493,43.654,53.05,94.85,101.32,87.4
2022-04-23T16:00:00.000Z,20.84,38.708,53.989,138.87,143.66,87.4
2022-04-23T17:00:00.000Z,21.357,32.872,53.715,168.19,179.22,87.4
2022-04-23T18:00:00.000Z,21.631,31.037,52.445,171.36,185.93,87.4
2022-04-23T19:00:00.000Z,21.48,33.113,51.141,138.05,164.15,87.4
2022-04-23T20:00:00.000Z,21.66,34.204,49.289,118.23,152.76,87.4
2022-04-23T21:00:00.000Z,21.227,34.572,46.764,97.95,113.56,87.4
2022-04-23T22:00:00.000Z,20.164,34.147,43.932,100.58,102.63,87.4
2022-04-23T23:00:00.000Z,18.742,33.63,42.372,93.14,90.4,87.4
2022-04-24T00:00:00.000Z,18.29,32.839,41.121,91.92,91.18,87.4
2022-04-24T01:00:00.000Z,18.005,31.597,40.777,87.88,89.55,87.4
2022-04-24T02:00:00.000Z,18.093,30.981,41.064,84.06,97.81,87.4
2022-04-24T03:00:00.000Z,18.198,29.62,41.261,87.84,96.51,87.4
2022-04-24T04:00:00.000Z,18.693,28.688,41.049,87.81,104.91,87.4
2022-04-24T05:00:00.000Z,19.757,29.082,42.996,95.1,119.04,87.4
2022-04-24T06:00:00.000Z,20.153,31.973,46.697,96.51,118.19,87.4
2022-04-24T07:00:00.000Z,18.843,37.111,50.287,81.88,101.14,87.4
2022-04-24T08:00:00.000Z,16.436,42.702,52.52,74.9,79.9,87.4
2022-04-24T09:00:00.000Z,15.685,46.569,54.924,73.03,55.88,87.4
2022-04-24T10:00:00.000Z,15.493,48.462,54.572,54.86,38.81,87.4
2022-04-24T11:00:00.000Z,15.535,46.632,52.638,34.51,15.36,87.4
2022-04-24T12:00:00.000Z,15.642,44.266,51.556,34.2,13.19,87.4
2022-04-24T13:00:00.000Z,15.964,42.186,50.727,44.09,32.31,87.4
2022-04-24T14:00:00.000Z,18.524,38.912,50.384,72.81,95.99,87.4
2022-04-24T15:00:00.000Z,22.303,35.067,51.501,111.73,143.25,87.4
2022-04-24T16:00:00.000Z,23.23,30.917,52.753,165.01,178.58,87.4
2022-04-24T17:00:00.000Z,24.214,27.366,52.802,198.65,223.08,87.4
2022-04-24T18:00:00.000Z,25.418,25.313,53.099,224.95,239.87,87.4
2022-04-24T19:00:00.000Z,25.752,24.081,52.001,216.66,234.73,87.4
2022-04-24T20:00:00.000Z,25.984,22.572,50.206,205.73,241.79,87.4
2022-04-24T21:00:00.000Z,25.639,21.527,46.882,186.99,210.44,87.4
2022-04-24T22:00:00.000Z,24.995,20.52,44.567,184.96,205.13,87.4
2022-04-24T23:00:00.000Z,25.337,19.896,42.9,183.78,203.01,87.4
2022-04-25T00:00:00.000Z,25.805,18.844,42.213,185.63,208.72,87.4
2022-04-25T01:00:00.000Z,26.693,17.168,42.582,186.1,205.09,87.4
2022-04-25T02:00:00.000Z,27.534,16.123,44.242,188.12,213.04,87.4
2022-04-25T03:00:00.000Z,29.388,15.914,48.767,200.06,223.07,87.4
2022-04-25T04:00:00.000Z,31.548,15.695,56.581,237.23,232.15,87.4
2022-04-25T05:00:00.000Z,33.508,16.471,61.769,261.87,258.2,87.4
2022-04-25T06:00:00.000Z,33.952,18.898,64.641,272.47,260.43,87.4
2022-04-25T07:00:00.000Z,34.035,21.921,65.575,249.06,255.06,87.4
2022-04-25T08:00:00.000Z,33.808,24.696,66.112,232.59,241.3,87.4
2022-04-25T09:00:00.000Z,33.32,28.031,67.021,227.97,236.59,87.4
2022-04-25T10:00:00.000Z,32.862,30.159,66.712,211,215.79,87.4
2022-04-25T11:00:00.000Z,32.548,31.168,65.663,200,207.91,87.4
2022-04-25T12:00:00.000Z,32.367,31.034,64.467,194.9,202.6,87.4
2022-04-25T13:00:00.000Z,31.914,29.675,63.382,191.99,198.48,87.4
2022-04-25T14:00:00.000Z,31.947,26.84,61.642,189.5,191.02,87.4
2022-04-25T15:00:00.000Z,33.422,22.95,61.351,209.25,213,87.4
2022-04-25T16:00:00.000Z,34.31,18.361,61.606,252.71,243.59,87.4
2022-04-25T17:00:00.000Z,34.811,14.774,61.906,273.88,264.69,87.4
2022-04-25T18:00:00.000Z,34.937,13.157,60.586,275.71,264,87.4
2022-04-25T19:00:00.000Z,34.96,12.995,58.237,264.93,254.97,87.4
2022-04-25T20:00:00.000Z,34.588,12.688,54.694,254,230.63,87.4
2022-04-25T21:00:00.000Z,33.979,12.355,50.748,235.44,221.43,87.4
2022-04-25T22:00:00.000Z,32.971,11.973,47.87,212.54,198.44,87.4
2022-04-25T23:00:00.000Z,32.177,11.351,46.266,205.01,194.31,87.4
2022-04-26T00:00:00.000Z,31.56,11.072,45.7,204.59,188.3,87.4
2022-04-26T01:00:00.000Z,31.624,10.717,46.129,201.07,188.83,87.4
2022-04-26T02:00:00.000Z,31.879,10.578,47.251,204.16,192.88,87.4
2022-04-26T03:00:00.000Z,33.354,10.68,50.586,232.95,214.3,87.4
2022-04-26T04:00:00.000Z,34.662,11.401,57.374,266.52,235.34,87.4
2022-04-26T05:00:00.000Z,35.838,14.065,62.495,290,261.81,87.4
2022-04-26T06:00:00.000Z,36,18.008,65.668,290,262.96,87.4
2022-04-26T07:00:00.000Z,35.667,22.554,66.119,260.48,252.98,87.4
2022-04-26T08:00:00.000Z,35.326,26.127,66.961,235.88,221.44,87.4
2022-04-26T09:00:00.000Z,34.516,28.105,67.83,224.28,209.23,87.4
2022-04-26T10:00:00.000Z,34.134,28.232,67.154,219.41,205.03,87.4
2022-04-26T11:00:00.000Z,33.582,28.465,65.779,210.49,204.2,87.4
2022-04-26T12:00:00.000Z,32.834,28.124,64.574,214.19,193.7,87.4
2022-04-26T13:00:00.000Z,32.479,27.143,63.832,215.42,192.64,87.4
2022-04-26T14:00:00.000Z,32.607,25.037,63.088,211.03,191.3,87.4
2022-04-26T15:00:00.000Z,34.503,21.648,63.349,239.93,206.13,87.4
2022-04-26T16:00:00.000Z,35.531,17.478,63.159,260.63,234.7,87.4
2022-04-26T17:00:00.000Z,35.868,13.755,62.791,281,255.53,87.4
2022-04-26T18:00:00.000Z,36.261,12.533,61.152,286.76,259.59,87.4
2022-04-26T19:00:00.000Z,36.291,12.698,58.728,270.01,250.17,87.4
2022-04-26T20:00:00.000Z,35.779,12.311,55.05,255,229.86,87.4
2022-04-26T21:00:00.000Z,35.066,11.885,50.792,231.91,211.92,87.4
2022-04-26T22:00:00.000Z,34.179,11.247,47.591,206.72,203.83,87.4
2022-04-26T23:00:00.000Z,33.181,10.628,45.81,198.01,194.79,87.4
2022-04-27T00:00:00.000Z,32.624,10.196,45.249,196.36,189.82,87.4
2022-04-27T01:00:00.000Z,32.537,9.905,45.542,194.53,191.08,87.4
2022-04-27T02:00:00.000Z,32.683,9.835,47.168,197.51,188.41,87.4
2022-04-27T03:00:00.000Z,34.186,9.791,50.219,209.94,196.8,87.4
2022-04-27T04:00:00.000Z,36.115,10.706,56.987,244.2,230.42,87.4
2022-04-27T05:00:00.000Z,36.547,13.506,61.811,271.01,253.19,87.4
2022-04-27T06:00:00.000Z,37.003,18.216,63.971,265.98,266.26,87.4
2022-04-27T07:00:00.000Z,36.437,24.503,64.778,252.74,242.21,87.4
2022-04-27T08:00:00.000Z,34.776,30.087,65.766,225.22,217.08,87.4
2022-04-27T09:00:00.000Z,33.768,34.086,66.051,214.12,206.26,87.4
2022-04-27T10:00:00.000Z,32.162,35.869,65.363,207.66,201.31,87.4
2022-04-27T11:00:00.000Z,31.112,35.113,64.033,200.62,196.46,87.4
2022-04-27T12:00:00.000Z,30.633,33.737,62.707,193.22,193.06,87.4
2022-04-27T13:00:00.000Z,30.065,31.595,62.325,190.96,188.2,87.4
2022-04-27T14:00:00.000Z,30.249,28.399,60.718,191.35,189.59,87.4
2022-04-27T15:00:00.000Z,32.166,23.421,60.843,206.49,202,87.4
2022-04-27T16:00:00.000Z,34.447,17.782,61.497,239.31,230.27,87.4
2022-04-27T17:00:00.000Z,35.454,12.838,61.734,267.9,260.81,87.4
2022-04-27T18:00:00.000Z,35.568,10.956,60.933,266.33,262.49,87.4
2022-04-27T19:00:00.000Z,35.525,11.381,58.873,254.94,248.67,87.4
2022-04-27T20:00:00.000Z,35.232,11.966,55.075,235.33,228.52,87.4
2022-04-27T21:00:00.000Z,34.076,12.145,50.965,202.57,203.78,87.4
2022-04-27T22:00:00.000Z,32.579,11.891,47.796,214.63,205.72,87.4
2022-04-27T23:00:00.000Z,32.049,11.421,45.952,201.94,202.08,87.4
2022-04-28T00:00:00.000Z,31.944,10.891,45.424,198,195.81,87.4
2022-04-28T01:00:00.000Z,31.932,10.627,45.63,201.37,195.66,87.4
2022-04-28T02:00:00.000Z,31.864,10.808,47.026,201.5,196.64,87.4
2022-04-28T03:00:00.000Z,32.822,10.918,50.519,218.35,211.9,87.4
2022-04-28T04:00:00.000Z,33.541,11.862,56.84,255,260.01,87.4
2022-04-28T05:00:00.000Z,33.846,16.074,61.548,283.37,293.32,87.4
2022-04-28T06:00:00.000Z,33.546,22.744,64.163,279.29,277.33,87.4
2022-04-28T07:00:00.000Z,32.946,31.007,64.345,251.26,244.69,87.4
2022-04-28T08:00:00.000Z,30.508,37.524,65.108,224.93,209.89,87.4
2022-04-28T09:00:00.000Z,28.779,41.041,65.172,213.56,201.96,87.4
2022-04-28T10:00:00.000Z,28.236,42.311,64.602,208,198.16,87.4
2022-04-28T11:00:00.000Z,27.81,43.258,63.715,200.09,193.38,87.4
2022-04-28T12:00:00.000Z,27.322,43.149,62.706,197.05,186.31,87.4
2022-04-28T13:00:00.000Z,27.594,40.626,61.694,196.3,188.39,87.4
